,label,sentence,len_sentence
2494,1,"A man in dark clothing walking in a transit station. Based on that information, is the claim A criminal working his way through the transit station ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2495,1,"A man is working in an art studio and is surrounded by art supplies. Based on that information, is the claim A man is is an artist teaching art classes ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2496,0,"Two beautiful, little girls with dark hair and dark complexions are sitting down eating cupcakes. Based on that information, is the claim Two girls eating cupcakes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2497,0,"A person dressed in black and red protective gear drives an ATV on a track. Based on that information, is the claim There is a person driving. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2498,2,"The racing greyhounds have broken from the starting gate. Based on that information, is the claim The greyhounds are lying down to sleep for the night. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
2499,0,"Two workers in work attire (windbreakers and vests) walking along the edge of a road. Based on that information, is the claim The two guys were working outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2500,1,"Six people are jumping up in excitement with costumes on with vibrant pink and orange colors in the sky are four hot air balloons they appear to be in a dry dessert setting Based on that information, is the claim Six people are celebrating halloween. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",65
2501,1,"an older man wearing a suit has his arms folded behind his back and looking in a store window. Based on that information, is the claim Gentleman window shops. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2502,1,"Two men are drumming, one is standing and one is sitting down. Based on that information, is the claim Some members of the marching band are sitting while others are standing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
2503,2,"A lady wearing a blue dress and earrings, is sitting at a table with a napkin in her hand and her elbow on the table. Based on that information, is the claim The woman is standing by a lake. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
2504,2,"One man, wearing a blue shirt, standing on the back of a truck in a market. Based on that information, is the claim The man is driving down the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2505,2,"A person flying through the air on a bicycle. Based on that information, is the claim A person is riding his bike up the hill. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2506,1,"The brown and black dogs are carrying a big log in the meadow. Based on that information, is the claim brown and black dogs carrying a big log in the meadow to show their owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
2507,2,"Two men renovate a brick wall outside. Based on that information, is the claim Both of the men are on break. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2508,1,"Two men are fixing the side of an old brick building. Based on that information, is the claim Construction workers at a job. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2509,2,"A brown dog sniffing at the fence of a brown bull. Based on that information, is the claim A cute dog was chasing the cat through they alley. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
2510,1,"A person sitting on the corner, wrapped in a blanket in front of a metal door. Based on that information, is the claim The person is cozy. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2511,0,"A man on stilts is performing a magical trick while onlookers enjoy. Based on that information, is the claim a man on stilts performs a trick for an audience. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
2512,2,"Three people are making transactions at an automated teller machine. Based on that information, is the claim There are people watching TV inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
2513,1,"A young redheaded woman laughs at something. Based on that information, is the claim A fat redheaded woman laughs at something. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
2514,0,"A man and women sleeping outside on a bench. Based on that information, is the claim A man and women sleeping together outside on a park bench. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
2515,0,"A young boy gets his photo taken with Mr. and Mrs. Clause. Based on that information, is the claim A young boy gets his photo taken. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2516,2,"A man is wearing protective hair and face coverings. Based on that information, is the claim A woman is sitting outside in the rain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2517,0,"One lady is looking at a blue box while the shorter lady is looking at something on her phone at the grocery store. Based on that information, is the claim one lady looks at a box while another looks at her phone ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
2518,2,"Two young men are on a vast, level expanse of grass, and the man in the red shirt is catching the white Frisbee. Based on that information, is the claim The men are playing volleyball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
2519,2,"A group of people cleaning some kins of sea animal. Based on that information, is the claim Everyone is asleep in their bed ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2520,1,"Seven men are preparing to operate a helicopter Based on that information, is the claim Two instructors are teaching a small class of five how to fly a helicopter. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
2521,2,"A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race. Based on that information, is the claim Kids playing a video game as the light of dawn peeks through the windows. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",72
2522,1,"Passengers in a rusty yellow car driving down the street. Based on that information, is the claim An old taxi drives on a street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2523,0,"The basketball player in red is challenging the player in white for the ball. Based on that information, is the claim People are playing basketball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2524,0,"A man in a white shirt taking a picture. Based on that information, is the claim a man takes a picture ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2525,0,"A woman wears a robe and bikini with heels as she stands on stage next to a flower pot. Based on that information, is the claim A woman is standing next to a flower pot. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
2526,2,"People walk outside ""The Tempe Bar"". Based on that information, is the claim People are sitting in the bar drinking. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
2527,2,"Child swimming in a pool. Based on that information, is the claim A child swims in the ocean. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
2528,2,"A man in a white shirt hiking over rocks and water. Based on that information, is the claim A man is sleeping in a sleeping bag. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
2529,1,"A dog opens its mouth to catch a blue and yellow toy. Based on that information, is the claim The puppy is chasing a ball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
2530,0,"A white dog next to a basement window. Based on that information, is the claim A dog next to a window ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
2531,2,"A man is throwing a small white ball at some red cups. Based on that information, is the claim The woman is watching Shades of Grey ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
